ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie. Reglement UE N 1169/2011 (kJ/100g);Eau (g/100g);Proteines (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG satures (g/100g);AG monoinsatures (g/100g);AG polyinsatures (g/100g);AG 4:0. butyrique (g/100g);AG 6:0. caproique (g/100g);AG 8:0. caprylique (g/100g);AG 10:0. caprique (g/100g);AG 12:0. laurique (g/100g);AG 14:0. myristique (g/100g);AG 16:0. palmitique (g/100g);AG 18:0. stearique (g/100g);AG 18:1 9c (n09). oleique (g/100g);AG 18:2 9c.12c (n06). linoleique (g/100g);AG 18:3 c9.c12.c15 (n03). alpha0linolenique (g/100g);AG 20:4 5c.8c.11c.14c (n06). arachidonique (g/100g);AG 20:5 5c.8c.11c.14c.17c (n03) EPA (g/100g);AG 22:6 4c.7c.10c.13c.16c.19c (n03) DHA (g/100g);Cholesterol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (g/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Selenium (g/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (g/100g);Beta0Carotene (g/100g);Vitamine D (g/100g);Vitamine E (mg/100g);Vitamine K1 (g/100g);Vitamine K2 (g/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothenique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (g/100g);Vitamine B12 (g/100g)
23.5;Cocktails;1017;Sangria;356;83;0.35;9.34;0.1;8.95;0.21;0.57;0;0.31;6.32;0;0.014;0.013;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0081;9.35;0;0.056;0.37;0.86;10.7;0.19;12.6;123;0.25;3.26;0.07;0;54;0;0.14;0;0;12.1;0.023;0.022;0.18;0.11;0.055;9.11;0
23.5;Cocktails;1018;Kir (au vin blanc);380;83.5;0.18;7.36;0;5.55;0;0;0;0.27;8.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0039;6.88;0;0.0027;0.67;0.95;5.09;0.08;18;108;2.2;1.56;0.082;0;8.7;0;0.14;0;0;18.5;0.0068;0.019;0.12;0.082;0.03;3.97;0
23.5;Cocktails;1019;Kir royal (au champagne);404;82.5;0.25;7.97;0;5.66;0;0;0;0.18;9.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0039;6.88;0;0.0027;0.56;0.77;5.09;0.08;11;91.4;2.2;1.56;0.082;0;8.7;0;0.14;0;0;18.5;0.0027;0.015;0.12;0.067;0.026;3.77;0
23.5;Cocktails;1022;Cocktail type punch. 16% alcool;678;0;0.6;17.8;0.6;17.8;0;0.5;0;0.11;12.1;0;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0.00024;0;0.042;13;17.7;0.01;0.06;20;3.1;0.09;13;43;50;16.7;0.26;0;52.9;0;0.08;0;0;1.2;0.021;0.01;0.16;0.053;0.02;5.08;0.077
23.5;Cocktails;2008;Cocktail sans alcool (a base de jus de fruits et de sirop);223;86.4;0.46;12.5;0;11;0;0.36;0;0.29;0.0034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0066;12.8;0;0.043;0.1;5.43;8.31;0.035;10.9;132;0.36;2.12;0.034;0;75;0;1;0;0;19.9;0.11;0.019;1.29;0.51;0.12;24;0.38
23.5;Cocktails;5004;Panache (limonade et biere);152;92.3;0.16;5.47;0;5.4;0;0;0.004;0.17;1.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0052;0.77;0;0.0019;0.058;0.9;0.36;0.0008;9.95;18.9;2.2;2.07;0.016;0;0;0;0;0;0;0.08;0.0065;0.036;0.31;0.065;0.022;3.23;0.038
23.5;Cocktails;5005;Panache preemballe (1 alc.);107;94;0.48;4.93;0.05;4.92;0;0;0.0032;0.07;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0034;3.42;13.2;0.001;0.006;1;3.07;0.008;9.9;7.47;1.1;1.37;0;0;0;0;0;0;0;0.0035;0.0035;0.012;0.53;0.047;0.033;5;0.033
24;Salades composees et crudites;25600;Celeri remoulade. preemballe;0;78.5;1.12;4.19;12.8;2.38;1.3;2.87;0;1.59;0;0;1.08;7.73;3.67;0.05;0.05;0.05;0.05;0.05;0.013;0.66;0.22;4.64;1.69;1.03;0;0;0.01;0.1;1;28.7;616;0.072;0.3;2;11.9;0.11;35;310;10;395;0.22;2;8;0.5;3.4;0;0;25.2;0.04;0.04;0.38;0.28;0.19;28;0.08
24;Salades composees et crudites;25601;Salade de thon et legumes. appertisee. egouttee;0;76.5;9.15;7.74;4.82;3.08;4.1;2.7;0;1.79;0;0;0.56;1.83;1.76;0.05;0.05;0.05;0.05;0.05;0.008;0.38;0.12;0;1.15;0.056;0;0.008;0.039;19.2;1.11;20.7;731;0.1;1.1;2;25.1;0.1;88.4;232;0;445;0.6;2;0;0.5;1.6;0;0;2.75;0.04;0.053;4.45;0.16;0.29;31;1.45
24;Salades composees et crudites;25602;Salade composee avec viande ou poisson. appertisee. egouttee;0;76.7;8.06;6.4;5.3;1.9;3.3;2;0;1.5;0;0;0.16;3.27;1.54;0.01;0.01;0.01;0.01;0.01;0.01;0.12;0.04;2.24;1.08;0.28;0.016;0.016;0.15;15.2;0.95;22;584;0.07;0.7;20;20;0.1;92;220;30;381;0.38;21;781;0;2.04;9.75;0;0;0.032;0.022;4.13;0.2;0.12;11.1;1.23
24;Salades composees et crudites;25605;Champignon a la grecque;0;84.6;2.08;3.95;3.55;2.38;0.28;2.35;0;1.6;0;0;0.23;1.74;1.43;0;0;0;0;0;0;0;0;0;0;0.026;0;0;0;0.11;1.26;22.6;0;0.17;0.58;2.46;13.8;0.13;52.2;292;1.79;500;0.39;0;747;0;1.47;0;0;10.3;0.062;0.2;1.88;0.76;0.11;27.3;0.018
24;Salades composees et crudites;25606;Salade de pommes de terre maison;0;76;2.68;9.9;8.2;0;0;1.3;0;1.95;0;0;1.43;2.48;3.74;0;0;0;0;0.011;0.013;1.03;0.37;0;0;0;0;0;0;68;1.33;19;0;0.12;0.65;0;15;0.1;52;254;0;529;0.31;29;36;0;0;0;0;10;0.077;0.06;0.89;0.53;0.14;7;0
24;Salades composees et crudites;25608;Taboule ou Salade de couscous. preemballe;0;66.4;4.29;22.2;5.65;3.82;13;2.27;0;1.13;0;0;0.6;3.3;1.27;0.05;0.05;0.05;0.05;0.05;0.005;0.38;0.11;0;1.03;0.23;0.0026;0.0026;0.0026;0.1;0.91;19.9;0;0.12;0.72;2;27.1;0.3;66.5;207;10;355;0.46;0;0;0;1.68;0;0;14.5;0.09;0.04;0.83;0;0.09;17;0
24;Salades composees et crudites;25609;Salade de pomme de terre a la piemontaise. preemballee;0;74.9;4.11;7.98;9.28;1.17;0;1.51;0;1.5;0;0;1.15;4.06;1.8;0.01;0.01;0.01;0.01;0.01;0.015;0.75;0.26;4.06;1.28;0.52;0;0;0.01;34.2;0.97;0;0;0;0;7.5;0;0;0;195;0;384;0;0;0;0.5;2.07;0;0;7.62;0;0;0;0;0;0;0
24;Salades composees et crudites;25614;Salade de riz;0;72.5;5.13;16.1;4.35;1;14.3;1.7;0;1.49;0;0;0.53;2.23;0;0;0;0;0;0.0042;0.0083;0.36;0.12;2.23;1.05;0.2;0;0;0.013;6.5;1.1;23.3;0;0.1;0.43;5;13.1;0.1;66.6;143;17.7;431;0.3;2;34;0.5;1.63;0;0;4.48;0.058;0.045;2.65;0.14;0.13;33.5;0.43
24;Salades composees et crudites;25615;Salade de pates. vegetarienne;0;75.4;5.7;12.9;8.1;2.3;10;1.7;0;0.73;0;0;2.37;1.46;3.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0.58;14;86;0.06;0.6;4;11;0.2;37;84;0;51;0.4;7;1180;0;1.95;0;0;21;0.04;0.02;0.4;0;0.09;16;0
24;Salades composees et crudites;25619;Salade de pates aux legumes. avec poisson ou viande;0;76.1;5.19;14;9.94;2.16;7.58;1.98;0;1.61;0;0;1.74;5.85;1.91;0;0;0;0;0;0;0;0;0;0;0;0;0.0023;0.0098;11;0.95;18.5;492;0.091;0.69;3.13;20;0.15;66.2;177;5.3;378;0.52;16;494;0.23;0.55;0;0;5.56;0.069;0.053;1.93;0.24;0.13;14.5;0.23
24;Salades composees et crudites;26269;Taboule ou Salade de couscous au poulet. preemballe;0;62.6;6.52;20.6;7.75;2.63;16.6;2.27;0;1.59;0;0;0.86;3.78;1.75;0.01;0.01;0.01;0.01;0.02;0.02;0.57;0.15;3.78;1.33;0.42;0.01;0.01;0.01;8.24;1.03;18;661;0.1;0.8;20;24;0.32;100;190;20;415;0.65;21;135;0;1.48;3.22;0;0.5;0.14;0.045;1.16;0.4;0.096;96.5;0.1
25;Plats composes;25108;Samossas ou Samoussas;987;55.2;9.33;18.1;13.7;2.67;15.3;1.8;0;1.87;0;0;2.78;5.27;3.21;0.05;0.05;0.05;0.05;0.01;0.051;0.97;0.49;0;0;0.041;0;0;0;23;1.26;31;790;0.1;1.3;3;17.8;0.4;95;182;38.6;493;0.87;2;34;0.5;1.45;0;0;0.7;0.068;0.12;1.5;0.22;0.13;20;0.34
25;Plats composes;25169;Specialite chinoise ou bouchees a la vapeur. cuite;595;64.6;5.9;26;1.4;3.9;0;0.21;0;1.96;0;0;0.31;0.75;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26;0;0;0;0;0;0;0;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;Plats composes;25419;Rouleau de printemps;460;73.9;4.57;18;1.82;3.6;13;1.2;0;0.54;0;0;0.64;0.54;0.44;0.002;0.002;0.002;0.002;0.003;0.024;0.42;0.16;0.51;0.34;0.055;0.017;0.01;0.0085;13.9;0.29;22.5;0;0.1;0.4;25;12.6;0.15;14.9;87;5;116;0.45;2;74;0;0.18;0;0;1.5;0.04;0.04;0.64;0.16;0.11;16;0.16
25;Plats composes;25420;Nem ou Pate imperial;937;54.8;6.48;23.1;11.2;3.02;17.2;2.54;0;1.87;0;0;2.9;5.08;2.74;0.05;0.05;0.011;0.011;0.011;0.087;1.82;0.96;1.55;1.41;0.059;0.02;0.00053;0.0028;28;1.52;25;810;0.1;0.9;1;16;0.2;67;160;4.38;609;0.62;2;180;0.5;0.82;0;0;0.5;0.11;0.057;1.4;0.25;0.12;23.1;0.22
25;Plats composes;25438;Brick garni (garniture : crevettes. legumes. volaille. viande. poisson. etc.);777;65.1;12.2;8.22;11.5;0.7;7.52;0.59;0;2.4;0;0;2.77;3.02;4.96;0;0;0;0;0;0;0;0;0;0;0;0;0.033;0.035;85.3;1.41;32.8;0;0.13;1.03;12.9;21.5;0.15;115;183;9.35;565;0.9;45.7;88.2;0.51;4.95;0;0;2.93;0.057;0.12;2.9;0.6;0.19;16.6;0.67
25;Plats composes;25551;Beignet de viande. volaille ou poisson. fait maison;989;55.9;18.7;9.79;13.5;0.91;8.88;0.41;0;1.64;0;0;2.88;6.79;2.96;0;0;0;0;0;0;0;0;0;0;0;0;0.037;0.12;85.2;0.71;36.6;0;0.073;1.23;34.3;25.4;0.082;180;272;13.9;285;1.61;22.3;2.48;0.29;2.91;0;0;0.27;0.1;0.18;3.43;0.62;0.24;15.8;1.13
25;Plats composes;25557;Brick a l'oeuf;1070;56.2;10.4;12.7;18.1;1.6;7.5;0.5;0;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;1.35;70.7;0;0.05;1.4;31;13.8;0.08;141;132;9.6;538;0.83;122;100;1.24;7;0;0;3.6;0.06;0.38;0.32;1.09;0.1;92;0.81
25;Plats composes;25559;Brick a la pomme de terre;900;60.2;3.25;19.8;13.4;1.5;15.9;1.7;0;1.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;26.4;0;0.07;0.6;5.9;13.8;0.11;54;252;1.5;400;0.26;14;45;0.14;7.7;0;0;8.8;0.08;0.06;1.06;0.49;0.19;21;0.09
25.1;Plats de viande/volaille sans garniture;8601;Tripes a la mode de Caen;491;74;20.4;0.51;3.68;1E-14;0.3;0;0;1.5;0;0;1.29;1.12;0.18;0.0032;0.0032;0.0034;0.0032;0.0052;0.071;0.63;0.57;1;0.086;0.011;0;0;0;119;1.06;23;0;0;1.1;6;6.4;0;0;42.5;0;423;0.64;0;0;0;0.47;0;0;0;0.02;0;0.37;0.42;0.023;0;1.2
25.1;Plats de viande/volaille sans garniture;25001;Blanquette de veau;475;74.7;6.43;14.3;3.23;1.3;0;0.5;0;0.87;0;0;1.4;1.06;0.51;0;0;0;0;0;0;0;0;0;0.23;0.03;0;0;0;74;0.8;26;0;0.09;0.82;7.25;14.4;0.06;115;183;4;310;2.4;24;486;0.7;1;0;0;1;0.04;0.19;3.35;0.57;0.17;12.6;0.7
25.1;Plats de viande/volaille sans garniture;25033;Boeuf bourguignon;405;78.4;8.93;6.88;3.42;1.57;1.3;1.25;0;1.11;0;0;0.88;1.18;0.44;0.05;0.0025;0.0025;0.004;0.006;0.044;0.52;0.27;0.71;0.22;0.022;0;0;0.01;64;0.88;16.9;409;0.053;1.75;3.8;13.3;0.054;215;230;2.58;354;2.91;10;0;0.5;0.6;0;0;0.8;0.07;0.1;2.3;0.3;0.23;11;0.6
25.1;Plats de viande/volaille sans garniture;25035;Saute d'agneau au curry;701;73.5;10.5;0;13.9;0;0;1;0;1.7;0;0;6.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.29;17.5;0;0.07;2.15;0;13.3;0.04;181;200;0;514;2.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25058;Canard en sauce (poivre vert. chasseur. etc.);613;0;10;10.2;7.3;0;0;1E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25063;Lapin a la moutarde;453;0;14.9;0.5;5;0.5;0;0.8;0;1.2;0;0;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25089;Cordon bleu de volaille;973;54.1;14;16.3;12.2;2.2;11.9;0.78;0;2.64;0;0;3.2;4.21;3.2;0.05;0.04;0.03;0.06;0.079;0.25;2.17;0.53;4.06;2.91;0.12;0.033;0;0;37.5;1.73;68.5;0;0.071;0.66;8;32.1;0.16;172;298;6;683;1.24;25;7;0.5;2.4;0;0;0;0.13;0.12;4.8;0.6;0.28;16;0.58
25.1;Plats de viande/volaille sans garniture;25121;Coq au vin;756;62.2;13;15.8;7;1;0;0.9;0;1.09;0;0;1.64;3.43;1.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0.78;14;0;0.03;1.3;3.3;16;0.14;128;145;0.11;314;0.21;0;0;0.04;0.48;0;0;1.5;0.07;0.19;3.7;0.74;0.17;31;1.4
25.1;Plats de viande/volaille sans garniture;25125;Paupiette de veau;806;64.1;14.6;7.74;11.3;3.13;2.97;0.69;0;1.5;0;0;4.58;3.05;1.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.3;1.03;27.6;0;0.088;1;5.37;37.2;0.18;133;272;3.26;367;1.25;24.9;1160;0.1;0.68;0;0;1.34;0.084;0.14;3.51;0.59;0.28;14.3;0.41
25.1;Plats de viande/volaille sans garniture;25126;Paupiette de volaille;672;65.9;17.4;8.04;6.19;0;2.97;1.17;0;1.3;0;0;2.44;2.5;1.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.6;0.84;27.6;0;0.083;1.03;5.15;38.6;0.18;130;264;6.08;251;1.09;26.1;1160;0.14;0.69;0;0;1.33;0.082;0.11;3.97;0.56;0.31;13.8;0.28
25.1;Plats de viande/volaille sans garniture;25163;Boeuf. boulettes cuites;872;62;18.5;3.66;13.3;2;1.1;0.63;0;2.01;0;0;4.8;5.19;0.43;0;0;0;0;0.01;0.28;2.58;1.93;4.31;0.24;0.043;0;0;0;37;1.13;29;0;0.083;2.2;9.01;26.9;0.15;172;326;5.66;452;2.88;19.3;160;0.2;0.38;0;0;6.94;0.072;0.1;2.8;0.48;0.23;25.8;1.23
25.1;Plats de viande/volaille sans garniture;25173;Veau. escalope panee. cuite;1130;47.8;22.9;12.7;14.1;0.49;12.1;0.94;0;1.59;0;0;2.42;7.04;3.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.4;0.98;28.7;0;0.07;1.11;7.97;24.3;0.12;183;328;6.95;394;2.26;12.9;0.88;0.13;3.32;0;0;0.0063;0.12;0.23;5.89;0.53;0.28;15.3;0.72
25.1;Plats de viande/volaille sans garniture;25174;Poulet au curry et au lait de coco;683;67.9;13.2;4.94;9.9;3.2;1.2;1.1;0;2.97;0;0;5.51;2.13;1.3;0.12;0.1;0.31;0.27;1.36;0.91;1.85;0.59;2.13;1.22;0.07;0.01;0.01;0.01;45.3;1.06;31;674;0.05;0.59;20;23;0.16;140;280;20;424;0.47;34.6;107;0.67;1;4.63;0;2.17;0.025;0.044;5.24;0.79;0.2;76.4;0.18
25.1;Plats de viande/volaille sans garniture;25175;Meloukhia. plat a base de boeuf et corete;774;67.7;10.6;0.68;14.7;0.68;0;4.7;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0.93;51.3;0;0.04;2.4;2.8;30.6;0.05;88;228;2.1;373;2;0;143;0;5.1;0;0;1.5;0.03;0.14;1.36;0.32;0.12;20;0.66
25.1;Plats de viande/volaille sans garniture;25186;Boulettes au porc et au buf (a la suedoise);1060;0;17.4;4.8;18.2;1.5;0;0.8;0;1.05;0;0;7.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25194;Boulettes au buf et a l'agneau (type kefta);917;0;14.9;9.7;13.3;5;0;0.8;0;1.08;0;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25200;Palette a la diable;501;0;13.5;2.08;6.07;1.38;0;1.45;0;2.25;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.25;0;0;0;1;0;0;0;0;0;0;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25201;Langue de buf sauce madere;746;0;9.5;4.5;13.5;2.5;0;1;0;1.08;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.08;0;0;0;0;0;0;0;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25207;Porc au caramel;569;70.7;10;11.4;5.4;7.9;1.3;0.7;0;1.84;0;0;1.44;2.2;1.27;0.01;0.01;0.01;0.01;0.01;0.048;0.94;0.45;1.97;1.21;0.056;0.0094;0.01;0.01;29;1.34;9.9;805;0.04;0.49;20;12;0.11;94;160;20;536;1.1;21;64.5;0;0.62;1.5;0;0.5;0.19;0.034;1.93;0.31;0.094;9.1;0.27
25.1;Plats de viande/volaille sans garniture;25211;Boulettes au buf. a la sauce tomate;487;0;9;5.5;6.5;0;0;1E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.1;Plats de viande/volaille sans garniture;25504;Brochette de volaille;771;64.2;19.2;5.1;9.61;1.01;0.01;0.34;0;1.6;0;0;1.52;2.37;5.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.9;0.55;14;0;0.042;1;4.17;22.2;0.023;151;239;9.76;210;0.85;2.05;76.5;0.06;0.64;0;0;9.46;0.054;0.13;5.12;0.71;0.33;9.43;0.56
25.1;Plats de viande/volaille sans garniture;25505;Brochette de boeuf;865;62.6;18.9;3.77;12.9;1.01;0.01;0.55;0;1.35;0;0;2.74;3.45;5.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.8;0.48;7.8;0;0.062;1.8;4.48;21;0.021;172;307;7.02;174;1.17;0;76.5;0;0.66;0;0;9.46;0.062;0.21;3.02;0.28;0.32;14.2;1.39
25.1;Plats de viande/volaille sans garniture;25506;Brochette mixte de viande;870;63.4;19.7;1.27;13.8;1.01;0.01;0.33;0;1.48;0;0;2.51;3.66;6.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.6;0.61;10.9;0;0.052;1.4;4.32;21.4;0.022;162;273;8.36;247;1.01;1.03;76.5;0.03;0.65;0;0;9.46;0.058;0.17;4.09;0.49;0.32;11.5;0.98
25.1;Plats de viande/volaille sans garniture;25512;Nuggets de volaille;1040;51.5;13.1;18.4;13.2;0.57;17.8;1.7;0;2.12;0;0;2.42;5.36;3.45;0;0;0;0.025;0.0075;0.029;1.15;0.54;4.42;2.65;0.13;0.013;0;0.0049;52.1;1.2;16.4;0;0.056;0.6;12.4;24;0.15;225;215;5.88;676;0.66;7.5;0;0.5;2.59;8.4;0;0;0.11;0.086;5.65;0.72;0.27;19.3;0.21
25.1;Plats de viande/volaille sans garniture;25538;Carpaccio de buf. avec marinade;1150;57;15.2;2.43;23;0.5;0.0024;0.36;0;2.04;0;0;7.38;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.6;1.12;112;0;0.1;1.84;10.3;22.6;0.064;187;242;5.84;437;2.79;23.6;98.3;0.38;3.18;0;0;5.87;0.088;0.17;2.11;0.28;0.27;12;2.04
25.1;Plats de viande/volaille sans garniture;25541;Brochette d'agneau;592;72.8;13.2;3.76;7.93;3.15;0.61;1.29;0;1.02;0;0;2.77;3.92;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.6;0.38;15.8;0;0.061;1.34;2.34;19.5;0.042;109;240;1.37;161;0.87;0;135;0;0.5;0;0;11.7;0.079;0.15;3.71;0.43;0.18;8.61;0.93
25.1;Plats de viande/volaille sans garniture;25565;Yakitori (brochettes japonaises grillees en sauce);727;58.8;26;9.28;3.3;6.6;1.3;0.6;0;2.02;0;0;1.2;1.18;0.78;0.01;0.01;0.01;0.01;0.07;0.04;0.64;0.16;1.18;0.68;0.07;0.03;0.01;0.01;86.6;1.19;9.8;706;0.06;0.61;20;31;0.15;220;340;20;475;1.5;21;10.5;0;0.5;0.8;0;0;0.09;0.042;7.69;1.36;0.25;31.8;0.41
25.1;Plats de viande/volaille sans garniture;25566;Brochette de porc. crue;549;0;15.6;2.1;6.5;1.1;0;1;0;0.81;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81;0;0;0;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;10082;Moules marinieres (oignons et vin blanc);412;76.5;10.3;8.86;2.24;1.05;0;0.53;0.004;1.6;0;0;0.99;0.59;0.61;0;0;0;0;0;0;0;0;0;0.17;0.01;0;0;0;0;0.69;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;10083;Moules farcies (beurre. persillade);1330;0;7.89;4.49;30;1.13;0;1.26;0;0.99;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0;0;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25037;Gratin ou cassolette de poisson et / ou fruits de mer. a cuire;448;80.1;7.19;3.13;7.13;1.29;0;1.07;0;1.34;0;0;4.58;1.39;0.53;0.23;0.14;0.1;0.14;0.2;0.7;1.86;0.6;1.23;0.49;0.016;0;0;0.021;0;1;58.2;0;0.05;0.41;0;13.8;0;37.1;223;0;390;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25077;Saumon a l'oseille;635;71.2;9.28;9.35;8.43;0.58;0;0.73;0;1.01;0;0;3.19;2.33;1.1;0;0;0;0;0;0;0;0;0;0.57;0.18;0;0;0;0;0.69;0;0;0;0;0;0;0;0;0;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25086;Poisson blanc a la bordelaise;718;67.5;14.8;4.3;10.4;0.6;3.7;1;0;2;0;0;2.3;2.92;2.88;0;0.013;0.0086;0.018;0.026;0.099;1.67;0.35;2.77;0;0.11;0.0035;0.031;0;51;1.28;21.1;724;1;1.2;92;17.5;1;162;317;4.9;513;1;2;0;0.9;2.6;0;0;9.7;0.05;0.05;9.2;0.18;0.05;5;2.2
25.2;Plats de poisson/prod. aquatiques sans garniture;25128;Poisson blanc a la provenale ou nioise (sauce tomate);278;83.6;9.31;0.89;2.3;0.89;0;2.4;0;1.5;0;0;0.42;1.14;0.63;0;0;0;0;0;0;0;0;0;0.6;0.028;0;0;0;28;0.7;16.1;506;0;1;71;24.2;0;99;348;3.8;280;0;2;449;0.2;1.1;0;0;0;0.05;0.07;1.2;0.25;0.05;5;1.1
25.2;Plats de poisson/prod. aquatiques sans garniture;25140;Poisson blanc a la florentine (sauce aux epinards);447;0;11.2;3.4;4.93;1.95;0;2;0;0.56;0;0;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;0;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25141;Poisson blanc a la mariniere (sauce aux oignons. vin blanc. moules);337;0;11.5;2.2;2.8;0;0;1E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25142;Poisson blanc a la sauce moutarde;381;0;9.2;5.4;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.2;Plats de poisson/prod. aquatiques sans garniture;25143;Poisson blanc a la parisienne (sauce aux champignons);300;84.2;8.94;1.56;3.07;0.86;0;1;0;1.24;0;0;1.47;0.68;0.78;0;0;0;0.049;0;0;0;0;0;0;0;0;0;0;0;0.55;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
