ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie. Reglement UE N 1169/2011 (kJ/100g);Eau (g/100g);Proteines (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG satures (g/100g);AG monoinsatures (g/100g);AG polyinsatures (g/100g);AG 4:0. butyrique (g/100g);AG 6:0. caproique (g/100g);AG 8:0. caprylique (g/100g);AG 10:0. caprique (g/100g);AG 12:0. laurique (g/100g);AG 14:0. myristique (g/100g);AG 16:0. palmitique (g/100g);AG 18:0. stearique (g/100g);AG 18:1 9c (n09). oleique (g/100g);AG 18:2 9c.12c (n06). linoleique (g/100g);AG 18:3 c9.c12.c15 (n03). alpha0linolenique (g/100g);AG 20:4 5c.8c.11c.14c (n06). arachidonique (g/100g);AG 20:5 5c.8c.11c.14c.17c (n03) EPA (g/100g);AG 22:6 4c.7c.10c.13c.16c.19c (n03) DHA (g/100g);Cholesterol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (g/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Selenium (g/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (g/100g);Beta0Carotene (g/100g);Vitamine D (g/100g);Vitamine E (mg/100g);Vitamine K1 (g/100g);Vitamine K2 (g/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothenique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (g/100g);Vitamine B12 (g/100g)
10;Volailles;36703;Pintade. cuisse. crue;510;73.6;21.3;0;4;0;0;0;0;0.77;0;0;1.3;0.64;0.39;0;0;0;0;0;0;0;0;0.55;0.31;0.03;0;0;0;70;0.2;13;0;0;2.5;0;0;0;220;340;0;78;1.9;0;0;0.3;0.01;0;0;0;0.29;0.35;5.1;0;0.61;17;0
10;Volailles;36800;Autruche. viande crue;666;71.1;20.2;0;8.7;0;0;0;0;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0.18;7;0;0.13;2.91;0;20;0.017;199;291;0;72;3.51;0;0;0;0.24;0;0;0;0.18;0.27;4.38;1.08;0.48;7;4.61
10;Volailles;36801;Autruche. viande cuite;706;67.1;26.2;0;7.07;0;0;0;0;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0.2;8;0;0.14;3.43;0;23;0.017;224;323;0;80;4.33;0;0;0.1;0.24;3.5;0;0;0.21;0.27;6.56;1.21;0.5;14;5.74
11;Abats;8602;Tripes a la mode de Caen. preemballees;466;77.9;18.4;0.5;3.62;0.5;0;1.25;0;1.22;0;0;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15;23.6;0;0;0.9;0;6.6;0;0;34.6;0;484;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Abats;8612;Tripes a la tomate ou a la provenale;405;76.6;16.3;0.55;3.2;0.4;0;0;0;1.43;0;0;1.64;1.28;0.14;0.01;0.01;0.01;0.01;0.01;0.1;0.89;0.65;1.28;0.1;0.02;0;0;0.01;0;1.38;0;751;0;0;0;0;0;0;0;0;551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Abats;40002;Cervelle. agneau. crue;503;79.2;10.4;0.49;8.58;0;0;0;0;1.33;0;0;2.19;1.55;0.88;0;0;0;0;0;0.04;1.06;1.07;0;0;0;0;0;0.49;1350;0.28;9;0;0.24;1.75;0;12;0.044;270;296;0;112;1.17;0;0;0;0;0;0;16;0.13;0.3;3.9;0.92;0.29;3;11.3
11;Abats;40003;Cervelle. agneau. cuite;593;75.7;12.6;0.19;10.2;0;0;0;0;1.36;0;0;2.6;1.84;1.04;0;0;0;0;0;0.04;1.25;1.27;0;0;0;0;0;0.59;2040;0.34;12;0;0.21;1.68;1;14;0.059;337;205;0;134;1.36;0;0;0;0;0;0;12;0.11;0.24;2.47;0.99;0.11;5;9.25
11;Abats;40004;Cervelle. porc. braisee;721;73.8;12.4;0;13.8;0;0;0;0;1.78;0;0;3.14;3.1;1.5;0.0039;0.0039;0.0039;0.0039;0.0039;0.031;1.53;1.51;2.13;0.07;0.0077;0.63;0.0039;0.46;2430;0.33;14;115;0.31;1.5;20;15;0.03;390;230;70;131;1.2;21;0;0;0.68;0.8;0;14;0.067;0.08;1.8;0.7;0.11;5;5.11
11;Abats;40005;Cervelle. porc. crue;533;78.4;10.3;1.02;9.21;0;0;0;0;1.13;0;0;2.08;1.66;1.43;0;0;0;0;0;0.04;1.03;1;0;0;0;0;0;0.45;2200;0.3;10;0;0.24;1.6;0.6;14;0.094;282;258;9;120;1.27;0;0;0;0;0;0;13.5;0.16;0.28;4.28;2.8;0.19;6;2.19
11;Abats;40006;Cervelle. veau. crue;485;79.8;10.3;0.33;8.21;0;0;0;0;1.36;0;0;1.91;1.64;0.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1590;0.32;10;0;0.22;2.13;0.6;14;0.037;274;315;11.6;127;1.11;0;0;0;0;0;0;14;0.13;0.26;4.3;2.72;0.28;3;12.2
11;Abats;40007;Cervelle. veau. cuite;586;75.4;11.5;2.05;9.63;0;0;0;0;1.4;0;0;2.18;1.74;1.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3100;0.39;16;0;0.26;1.67;1;16;0.038;385;214;0;156;1.61;0;0;0;0;0;0;13;0.08;0.2;2.43;1;0.17;3;9.65
11;Abats;40052;Coeur. boeuf. cru;423;79;18.5;0;2.95;0;0;0;0;1.1;0;0;0.74;0.56;0.61;0;0;0;0;0;0.027;0.3;0.35;0.4;0.27;0.026;0;0;0;137;0.2;5.48;0;0.35;5.14;1.9;19;0.034;213;264;23.5;81.7;1.49;0;0;0.9;0.21;0;0;2;0.29;0.83;6.78;2.15;0.11;11.5;8.44
11;Abats;40053;Coeur. boeuf. cuit;560;0;23;0.15;4.5;0;0;0;0;0.97;0;0;1.81;0.89;0.39;0;0;0;0;0;0.05;0.61;0.67;0;0;0.012;0;0;0;142;0.2;5;0;0.56;6.7;3;21;0.033;254;219;0;59;2.3;0;0;0.1;0.29;0.5;0;0;0.36;1.21;6.9;1.06;0.33;5;11.5
11;Abats;40054;Coeur. poulet. cru;621;73.6;15.6;0.69;9.32;0;0;0;0;0.83;0;0;2.66;2.37;2.71;0;0;0;0;0;0.06;1.45;0.78;1.98;1.91;0.07;0.72;0;0;136;0.17;12;0;0.35;5.96;0;16;0.089;177;177;0;69;6.59;9;0;0;0;0;0;3.2;0.23;0.73;4.88;2.56;0.3;58.5;7.29
11;Abats;40055;Coeur. dinde. cru;566;74.5;16.7;0.4;7.44;0;0;0;0;0.99;0;0;1.92;2.05;2.15;0;0;0;0.004;0.024;0.06;1.2;0.58;1.8;1.76;0.093;0;0.002;0.006;225;0.32;18;0;0.49;3.7;0;21;0.1;183;179;0;129;3.21;80;23;0.4;0.31;0;0;3;0.17;1.13;6.44;3.12;0.48;6;13.3
11;Abats;40056;Coeur. poulet. cuit;744;64.9;26.4;0.1;7.92;0;0;0;0;0.72;0;0;2.26;2.01;2.3;0;0;0;0;0;0.05;1.23;0.66;0;0;0;0;0;0;242;0.12;19;0;0.5;9.03;0;20;0.11;199;132;0;48;7.3;8;0;0;0;0;0;1.8;0.07;0.74;2.8;2.65;0.32;80;7.29
11;Abats;40057;Coeur. dinde. cuit;701;67.2;24.9;0;7.52;0;0;0;0;1.21;0;0;1.9;1.67;1.83;0;0;0;0.004;0.054;0.064;1.12;0.63;1.48;1.39;0.049;0;0.009;0.005;359;0.35;21;0;0.83;6.96;0;28;0.12;241;203;0;140;4.6;16;0;0;0.13;0;0;0;0.24;1.54;7.76;1.58;0.61;8;13.9
11;Abats;40058;Coeur. agneau. cru;494;76.7;16.5;0.21;5.68;0.21;0;0;0;0.93;0;0;2.25;1.6;0.55;0;0;0;0;0.02;0.13;0.86;1.16;0;0;0;0;0.04;0.03;135;0.22;6;0;0.4;4.6;0;17;0.046;175;316;0;89;1.87;0;0;0.51;0.48;0;0;5;0.37;0.99;6.14;2.63;0.39;2;10.3
11;Abats;40059;Coeur. agneau. cuit;750;64.2;25;1.93;7.91;0;0;0;0;0.99;0;0;3.14;2.22;0.77;0;0;0;0;0.02;0.18;1.2;1.62;0;0;0;0;0.06;0.04;249;0.16;14;0;0.61;5.52;0;24;0.055;254;188;0;63;3.68;0;0;0;0;0;0;7;0.17;1.19;4.36;1.37;0.3;2;11.2
11;Abats;40060;Coeur. porc. cru;455;77.4;17.1;0.27;4.33;0;0;0;0;0.92;0;0;1.08;0.94;1.3;0;0;0;0;0.0097;0.078;0.56;0.43;0.85;0.71;0;0.48;0;0;131;0.2;5.15;0;0.41;5.34;1.55;20;0.051;187;296;12.1;81.5;2.45;7;0;0.51;0.42;0;0;4.15;0.53;1.09;6.63;2.51;0.41;6.5;3.25
11;Abats;40062;Coeur. veau. cru;443;77.3;16.1;1.64;3.84;0;0;0;0;1.09;0;0;1.24;0.85;0.85;0;0;0;0;0.02;0.068;0.55;0.6;0.85;0.54;0;0;0.03;0;127;0.23;4.71;0;0.32;3.92;1.95;20;0.034;213;261;14;90.5;1.44;6;0;1;0.8;0;0;6.5;0.43;0.84;6.2;2.79;0.37;11;12.9
11;Abats;40102;Foie. agneau. cru;575;71.2;21.8;0.16;5.45;0.16;0;0;0;1.44;0;0;1.45;0.85;1.44;0;0;0;0;0;0.019;0.45;0.77;0.54;0.36;0.029;0.42;0;0;371;0.14;7;0;6.98;6.43;3;19;0.18;364;313;48.7;57.4;4;54.4;72;0.45;0.69;1;0;4;0.34;3.63;18;6.13;0.37;230;95.8
11;Abats;40103;Foie. agneau. cuit;683;65;23;4.58;5.8;0;0;0;0;1.63;0;0;1.81;0.99;0.64;0;0;0;0;0;0.055;0.66;1.09;0;0;0;0;0;0;235;0.22;8.5;0;8.45;4.1;5;22.5;0.56;424;287;0;90;4.7;7630;0;0.51;0.38;1.6;0;17.6;0.46;4.31;18.5;12.6;0.54;457;60
11;Abats;40104;Foie. genisse. cru;573;70;21;3.33;4.3;0;0;0;0;1.36;0;0;1.26;0.4;0.71;0;0;0;0;0;0.015;0.26;0.8;0.32;0.31;0.007;0;0;0.11;268;0.15;5.95;0;8.08;5.92;3.65;19.5;0.35;368;307;39.3;59.9;3.57;6350;232;0.67;0.4;29;7.94;23;0.18;2.88;15.4;7.44;0.52;1300;95.6
11;Abats;40105;Foie. genisse. cuit;695;64.1;26.3;2.2;5.71;0;0;0;0;1.77;0;0;1.69;0.63;1.02;0;0;0;0;0;0.036;0.59;1.06;0.63;0.3;0.032;0.19;0.021;0.02;204;0.21;6.14;0.1;3.46;5.8;5;17.8;0.32;485;351;2.2;77;3.91;7730;182;0.51;0.46;3.75;0;20;0.33;3.43;18;8.5;1.4;536;1.9
11;Abats;40106;Foie. veau. cru;526;71.9;16.9;6.15;3.61;0;0;0;0;1.41;0;0;0.96;0.49;1.03;0;0;0;0;0.0032;0.025;0.33;0.58;0.32;0.52;0.015;0.23;0.048;0;317;0.13;4.69;0;7.11;3.51;3.65;18;0.29;355;294;37.2;50.7;8.59;1620;11;0.25;0.69;14;0;9.35;0.18;2.3;13.6;7.03;0.45;913;53.3
11;Abats;40107;Foie. veau. cuit;579;67.7;17.8;9.72;3.02;0;0;0;0;1.75;0;0;0.98;0.35;0.78;0;0;0;0.0025;0.0025;0.03;0.4;0.55;0;0.68;0.035;0;0;0;288;0.21;6.5;0;20.1;4.5;5;21.5;0.29;302;341;40.9;81.5;4.6;10500;43.5;2.52;0.64;1.5;0;13.2;0.15;1.72;18.8;1.81;1.03;592;52.6
11;Abats;40108;Foie. volaille. cru;561;0;21.3;1.13;4.88;0;0;0;0;0.23;0;0;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21;12;0;0;9;0;0;0;0;0;0;83;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0
11;Abats;40110;Foie. lapin. cru;563;70.8;19;5.39;4;3.75;0;0;0;0.8;0;0;0.81;0.85;1.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;0.17;12.3;0;0.81;6.61;3;24.2;0.14;241;335;75.1;69.5;2.04;4530;140;0;0.13;0;0;9;0.31;0.5;5.7;0;0.5;5;0
11;Abats;40111;Foie. poulet. cru;493;75.2;18.8;0.13;4.64;0;0;0;0;1.31;0;0;1.45;0.91;1.22;0;0;0;0;0.0006;0.0093;0.74;0.69;0.66;0.57;0.032;0.36;0.055;0.17;398;0.17;10.5;130;0.5;9.09;2.7;19;0.24;309;233;49.8;69.3;2.79;8490;56;0.21;0.51;40.1;0;19.7;0.35;2.36;9.54;6.41;0.83;1640;19.3
11;Abats;40113;Foie. porc. cuit;632;66.5;26;1.57;4.4;0;0;0;0;1.5;0;0;1.41;0.63;1.05;0;0;0;0;0;0.02;0.53;0.84;0;0;0;0;0;0.03;355;0.12;10;0;0.63;15.3;0;14;0.3;241;150;0;49;6.72;5410;0;0;0;0;0;23.6;0.26;2.2;8.44;4.77;0.57;163;18.7
11;Abats;40115;Foie. dinde. cru;514;75.5;18.3;0;5.5;0;0;0;0;1.32;0;0;1.66;0.82;1.68;0;0;0;0.003;0.008;0.017;0.78;0.8;0.71;1.12;0.038;0;0.009;0.045;415;0.33;20;0;0.86;8.94;0;24;0.3;279;214;0;131;3.37;8060;29;1.3;0.24;0;0;24.5;0.21;2.25;11.2;6.28;1.04;677;19.7
11;Abats;40116;Foie. poulet. cuit;671;66.8;24.5;0.87;6.51;0;0;0;0;1.36;0;0;2.06;1.42;1.99;0;0;0;0.003;0;0.013;1.11;0.92;0;0.72;0.012;0;0;0;563;0.19;11;0;0.5;11.1;5;25;0.36;405;263;0;76;3.98;3980;30;0;0.82;0.1;0;27.9;0.29;1.99;11;6.67;0.76;578;16.9
11;Abats;40118;Foie. dinde. cuit;762;64;27;0;8.18;0;0;0;0;1.47;0;0;2.3;1.04;2.17;0;0;0;0.006;0.006;0.019;1.04;1.2;0.91;1.45;0.033;0;0.016;0.053;648;0.25;19;0;1.05;1.79;0;26;0.33;312;153;0;98;4.53;10800;0;0;0.15;0;0;22.6;0.26;2.69;11.1;4.35;0.88;691;28.2
11;Abats;40119;Foie. porc. cru;524;72.1;21.3;1.31;3.76;1.31;0;0;0;1.52;0;0;1.13;0.42;0.7;0;0;0;0;0;0.02;0.43;0.67;0.32;0.23;0;0.42;0;0.046;275;0.21;7.74;0;0.84;16.3;3.05;18;0.37;329;272;47.6;83.5;6.27;10300;0;0.2;0.2;10.5;3.44;25.2;0.29;2.98;15.7;6.53;0.68;606;33
11;Abats;40120;Foie. oie. cru;544;71.8;16.3;6.34;4.29;0;0;0;0;1.28;0;0;1.59;0.81;0.26;0;0;0;0;0;0.01;0.8;0.76;0.74;0.18;0.01;0.07;0;0;515;0.27;43;0;7.52;30.5;2.9;22;0;261;235;61;109;3.07;20400;0;0;0;10.9;369;4.5;0.56;2.05;6.5;6.18;0.85;738;54
11;Abats;40121;Foie. canard. cru;550;71.8;18.7;3.54;4.62;0;0;0;0;1.31;0;0;1.44;0.71;0.63;0;0;0;0;0;0.01;0.8;0.63;0.65;0.37;0;0.26;0;0;515;0.27;11;0;5.96;30.5;0;22;0.26;269;235;124;109;3.07;12000;0;0;0;0;0;4.5;0.56;0.89;6.5;6.18;0.76;738;54
11;Abats;40201;Langue. veau. cuite;995;60.5;21;0.55;17;0;0;0;0;0.91;0;0;4.83;6.86;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0.16;9;0;0.21;2.6;0;18;0.047;166;162;0;64;3.8;0;0;0;1.1;0;0;6;0.11;0.35;2.6;1.1;0.16;9;6.8
11;Abats;40202;Langue. boeuf. crue;811;67.7;16.8;0.82;13.8;0.2;0;0;0;0.8;0;0;4.69;5.23;0.73;0;0;0;0.02;0.011;0.31;2.54;1.37;3.98;0.32;0.077;0;0;0;87;0.17;6.5;0;0.15;2.27;2.15;17;0.028;147;303;11.9;68.6;3.31;0;0;0;0.1;0;0;2.9;0.1;0.34;4.2;1.33;0.17;13;5.1
11;Abats;40203;Langue. boeuf. cuite;985;59.6;23.7;0.22;15.6;0;0;0;0;0.85;0;0;6.05;5.39;1.05;0;0;0;0;0.019;0.53;3.75;1.62;5.39;0.51;0.093;0.052;0.014;0;145;0.19;14.5;0;0.13;3.5;5;9.44;0.044;144;184;2.2;82.5;2.73;0;0;0.4;0.3;1.2;0;1.3;0.05;0.3;3.9;1.07;0.12;7;6.62
11;Abats;40204;Langue. veau. crue;640;71.9;17;1.37;8.84;0;0;0;0;0.9;0;0;3.73;4;0.45;0;0;0;0;0;0.3;2.09;1.34;4;0.38;0.076;0;0;0;62;0.22;5.7;0;0.18;2.51;2.15;17;0.026;166;256;2;87.5;3.02;0;0;0;0.1;0;0;3.85;0.13;0.35;2.61;1.6;0.16;12;5.05
11;Abats;40205;Langue. porc. crue;788;68.8;16.6;0.16;13.6;0;0;0;0;0.9;0;0;4.97;6.31;1.26;0;0;0;0.02;0.089;0.23;3.14;1.49;4.1;0.68;0.056;0;0;0;101;0.25;11.3;0;0.15;2.75;1.7;18;0.023;194;263;12;101;2.81;0;0;1.15;0.2;0;0;3.55;0.41;0.45;5.3;1.32;0.3;6;3.27
11;Abats;40302;Ris. agneau. cru;548;74.6;14.6;2.35;7.04;0;0;0;0;1.4;0;0;3.12;2.97;0.4;0;0;0;0;0.044;0.31;1.36;1.41;2.17;0.12;0.13;0.077;0;0;260;0.18;5.5;0;0.13;1.64;1.9;13.6;0.061;400;380;6;70.3;1.92;0;0;1;0.04;0;0;38;0.063;0.21;3.95;1;0.05;13;4.6
11;Abats;40303;Ris. agneau. cuit;952;59.7;22.8;0.25;15.1;0;0;0;0;2.15;0;0;6.84;5.45;0.74;0;0;0;0;0.09;0.65;2.89;2.98;0;0;0;0;0;0;400;0.13;12;0;0.083;2.12;0;19;0.043;431;291;0;52;2.68;0;0;0;0;0;0;20;0.02;0.21;2.56;0.85;0.05;13;5.54
11;Abats;40304;Ris. veau. cru;427;76.6;17.4;1.17;3.02;0;0;0;0;1.88;0;0;1.25;0.76;0.58;0;0;0;0;0;0.047;0.48;0.72;0;0.3;0.08;0;0;0;202;0.19;2.67;0;0.08;1.52;2.5;14.6;0.019;477;414;6;72;1.43;5;0;0.25;0.09;0;0;49.2;0.13;0.19;3.89;1.23;0.035;22;3.33
11;Abats;40305;Ris. veau. braise ou saute/poele;624;67.2;21;3.11;5.8;0;0;0;0;2.88;0;0;1.65;2.3;0.39;0;0;0;0;0;0.041;0.52;0.34;0;0;0;0;0;0;275;0.16;4;0;0.072;0.5;4;24;0.021;627;435;0;59;1;0;0;0;0.09;0;0;39.4;0.09;0.1;4.4;1.77;0.08;20;4.9
11;Abats;40402;Rognon. boeuf. cru;389;79.8;17.1;0;2.65;0;0;0;0;1.22;0;0;0.5;0.3;0.67;0;0;0;0;0;0.011;0.23;0.21;0.21;0.22;0.013;0.056;0;0;411;0.42;11.2;0;0.43;7.04;5.6;16;0.11;243;236;118;169;1.52;204;0;1.05;0.21;0;0;12.2;0.4;2.37;7.91;3.91;0.36;89;21.1
11;Abats;40403;Rognon. boeuf. cuit;718;66.9;27;0;7;0;0;0;0;1.31;0;0;1.29;0;0;0;0;0;0;0;0.02;0.65;0.62;0;0;0.011;0;0;0;436;0.24;19;0;0.56;9.5;10;12;0.19;304;135;0;94;3.1;0;0;1.1;0.08;0;0;0;0.43;2.97;6.5;2.34;0.66;83;26
11;Abats;40404;Rognon. porc. cru;398;79.1;16.4;0.26;3.13;0;0;0;0;1.19;0;0;1.02;0.94;0.35;0;0;0;0;0.0099;0.032;0.57;0.41;0.74;0.22;0.009;0.13;0;0;319;0.35;7.99;330;0.67;4.1;5.7;17.5;0.14;221;237;182;141;2.67;105;0;1;0.2;0;0;13.3;0.32;1.67;8.21;3.17;0.53;42;12.7
11;Abats;40405;Rognon. porc. cuit;624;67.5;25.4;1.1;4.7;0;0;0;0;1.3;0;0;1.51;1.55;0.38;0;0;0;0;0.01;0.05;0.85;0.6;0;0;0;0;0;0;480;0.2;13;0;0.68;5.29;10;18;0.15;240;143;0;80;4.15;78;0;0;0;0;0;10.6;0.4;1.59;5.79;2.87;0.46;41;7.79
11;Abats;40406;Rognon. agneau. braise;586;68.5;23.7;2.97;3.62;0;0;0;0;1.29;0;0;1.23;0.77;0.67;0;0;0;0;0.01;0.04;0.51;0.63;0;0;0;0;0.06;0.04;565;0.38;18;0;0.37;12.4;10;20;0.14;290;178;0;151;3.8;137;0;0;0.41;0;0;12;0.35;2.07;5.99;2.04;0.12;81;78.9
11;Abats;40407;Rognon. agneau. cru;391;79.2;15.7;0.82;2.95;0;0;0;0;1.26;0;0;1;0.63;0.55;0;0;0;0;0.01;0.03;0.42;0.52;0;0;0;0;0.05;0.03;337;0.39;13;0;0.45;6.38;7;17;0.12;246;277;110;156;2.24;95;0;0;0.43;0;0;11;0.62;2.24;7.51;4.22;0.22;28;52.4
11;Abats;40408;Rognon. veau. braise ou saute/poele;701;67.7;26;0;7;0;0;0;0;0.29;0;0;2.14;1.36;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;0.28;0;0;0;5;10;0;0;0;0;0;0;4.9;260;0;0;1.2;0;0;0;0.5;0;6.3;5.6;0.55;0;42
11;Abats;40409;Rognon. veau. cru;400;78;16;2.4;2.36;0;0;0;0;1.2;0;0;0.82;0.55;0.36;0;0;0;0;0.01;0.046;0.41;0.34;0.38;0.059;0.006;0.031;0.05;0.02;364;0.46;10.2;0;0.44;5.08;5.6;15.5;0.1;243;248;120;185;1.84;86;0;1;0.2;0;0;9.5;0.35;1.9;6.5;3.65;0.44;50.5;25.6
11;Abats;40502;Tripes. boeuf. crues;342;84.2;12.1;0;3.69;0;0;0;0;0.55;0;0;1.29;1.53;0.18;0;0;0;0;0;0.07;0.64;0.46;0;0;0.007;0;0;0;122;0.24;69;0;0.07;0.59;0;13;0.085;64;67;0;97;1.42;0;0;0;0.09;0;0;3;0;0.064;0.88;0.23;0.014;5;1.39
11;Abats;40600;Sang. boeuf. cru;349;80.5;19.5;0.8;0.12;0.8;0;0;0;0.77;0;0;0.04;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;0.6;4;0;0;46.5;0;0;0;14.5;107;0;240;0.2;5;93;0.1;0.4;0;0;0;0.055;0.065;0.85;0;0;7;0
11;Abats;40700;Gesier. poulet. cru;437;77.8;17.3;0.3;3.75;0;0;0;0;0.93;0;0;1.12;0.9;0.62;0;0;0;0;0;0.013;0.61;0.29;0.9;0.45;0.0062;0.16;0;0;240;0.18;11;0;0.12;2.49;1.2;14;0.055;148;213;0;73.3;2.72;42;0;0.6;0.27;0;0;3.7;0.059;0.14;4.09;0.63;0.12;21.5;0.91
11;Abats;40701;Gesier. canard. confit. appertise;632;63.4;32.4;0;2.1;0.2;1;1;0;2.57;0;0;0.7;0.55;0.31;0.002;0.002;0.002;0.002;0.002;0.011;0.42;0.22;0.51;0.17;0.005;0.12;0.004;0.004;355;1.92;8.5;0;0.1;9.4;32;18.3;0.1;126;214;37;766;6;2;30;0.5;0.12;0;0;1;0.14;0.2;3.6;0.3;0.12;20;6.8
